order_item_id,order_id,product_sku,quantity,unit_price,created_at
57,22,SKU-00000018,2,187.30,2026-08-01T00:22:00+00:00
58,22,SKU-00000030,1,306.07,2026-08-01T00:22:00+00:00
59,23,SKU-00000004,5,96.43,2026-08-01T00:23:00+00:00
60,24,SKU-00000011,4,157.46,2026-08-01T00:24:00+00:00
61,24,SKU-00000027,4,230.40,2026-08-01T00:24:00+00:00
62,25,SKU-00000011,4,157.46,2026-08-01T00:25:00+00:00
63,26,SKU-00000030,5,306.07,2026-08-01T00:26:00+00:00
64,26,SKU-00000019,4,9.24,2026-08-01T00:26:00+00:00
65,26,SKU-00000028,2,178.34,2026-08-01T00:26:00+00:00
66,27,SKU-00000004,5,96.43,2026-08-01T00:27:00+00:00
67,27,SKU-00000038,1,438.35,2026-08-01T00:27:00+00:00
68,28,SKU-00000004,5,96.43,2026-08-01T00:28:00+00:00
69,29,SKU-00000011,1,157.46,2026-08-01T00:29:00+00:00
70,29,SKU-00000004,5,96.43,2026-08-01T00:29:00+00:00
71,29,SKU-00000033,1,366.77,2026-08-01T00:29:00+00:00
72,29,SKU-00000006,2,490.39,2026-08-01T00:29:00+00:00
73,29,SKU-00000012,4,399.52,2026-08-01T00:29:00+00:00
74,30,SKU-00000038,1,438.35,2026-08-01T00:30:00+00:00
75,30,SKU-00000039,5,194.64,2026-08-01T00:30:00+00:00
76,31,SKU-00000037,3,50.57,2026-08-01T00:31:00+00:00
77,31,SKU-00000034,2,416.97,2026-08-01T00:31:00+00:00
78,31,SKU-00000021,3,281.95,2026-08-01T00:31:00+00:00
79,31,SKU-00000017,4,299.38,2026-08-01T00:31:00+00:00
80,31,SKU-00000014,2,474.24,2026-08-01T00:31:00+00:00
81,32,SKU-00000021,4,281.95,2026-08-01T00:32:00+00:00
82,32,SKU-00000049,5,51.78,2026-08-01T00:32:00+00:00
83,32,SKU-00000005,5,72.16,2026-08-01T00:32:00+00:00
84,32,SKU-00000001,1,77.95,2026-08-01T00:32:00+00:00
85,33,SKU-00000033,2,366.77,2026-08-01T00:33:00+00:00
86,33,SKU-00000017,3,299.38,2026-08-01T00:33:00+00:00
87,34,SKU-00000019,5,9.24,2026-08-01T00:34:00+00:00
88,34,SKU-00000011,3,157.46,2026-08-01T00:34:00+00:00
89,34,SKU-00000029,5,33.46,2026-08-01T00:34:00+00:00
90,35,SKU-00000043,5,421.59,2026-08-01T00:35:00+00:00
91,36,SKU-00000017,1,299.38,2026-08-01T00:36:00+00:00
92,36,SKU-00000008,5,391.97,2026-08-01T00:36:00+00:00
93,37,SKU-00000039,3,194.64,2026-08-01T00:37:00+00:00
94,37,SKU-00000014,2,474.24,2026-08-01T00:37:00+00:00
95,37,SKU-00000046,3,142.29,2026-08-01T00:37:00+00:00
96,38,SKU-00000004,4,96.43,2026-08-01T00:38:00+00:00
97,38,SKU-00000006,3,490.39,2026-08-01T00:38:00+00:00
98,38,SKU-00000041,1,71.18,2026-08-01T00:38:00+00:00
99,39,SKU-00000041,2,71.18,2026-08-01T00:39:00+00:00
100,39,SKU-00000017,4,299.38,2026-08-01T00:39:00+00:00
101,40,SKU-00000001,5,77.95,2026-08-01T00:40:00+00:00
102,40,SKU-00000008,1,391.97,2026-08-01T00:40:00+00:00
103,40,SKU-00000005,3,72.16,2026-08-01T00:40:00+00:00
104,40,SKU-00000045,5,247.59,2026-08-01T00:40:00+00:00
105,40,SKU-00000010,5,66.39,2026-08-01T00:40:00+00:00
106,41,SKU-00000003,3,165.48,2026-08-01T00:41:00+00:00
107,41,SKU-00000020,1,109.62,2026-08-01T00:41:00+00:00
108,42,SKU-00000043,3,421.59,2026-08-01T00:42:00+00:00
109,42,SKU-00000007,5,362.40,2026-08-01T00:42:00+00:00
110,43,SKU-00000016,2,279.92,2026-08-01T00:43:00+00:00
111,43,SKU-00000011,4,157.46,2026-08-01T00:43:00+00:00
112,44,SKU-00000027,2,230.40,2026-08-01T00:44:00+00:00
113,44,SKU-00000043,3,421.59,2026-08-01T00:44:00+00:00
114,44,SKU-00000048,2,452.95,2026-08-01T00:44:00+00:00
115,45,SKU-00000003,4,165.48,2026-08-01T00:45:00+00:00
116,45,SKU-00000031,3,86.79,2026-08-01T00:45:00+00:00
117,45,SKU-00000015,3,464.61,2026-08-01T00:45:00+00:00
118,45,SKU-00000013,2,372.80,2026-08-01T00:45:00+00:00
119,46,SKU-00000026,3,68.37,2026-08-01T00:46:00+00:00
120,46,SKU-00000022,1,187.09,2026-08-01T00:46:00+00:00
121,47,SKU-00000042,5,187.16,2026-08-01T00:47:00+00:00
122,47,SKU-00000033,3,366.77,2026-08-01T00:47:00+00:00
123,47,SKU-00000026,1,68.37,2026-08-01T00:47:00+00:00
124,48,SKU-00000038,1,438.35,2026-08-01T00:48:00+00:00
125,48,SKU-00000017,1,299.38,2026-08-01T00:48:00+00:00
126,49,SKU-00000047,5,179.95,2026-08-01T00:49:00+00:00
127,49,SKU-00000021,5,281.95,2026-08-01T00:49:00+00:00
128,49,SKU-00000028,1,178.34,2026-08-01T00:49:00+00:00
129,50,SKU-00000017,4,299.38,2026-08-01T00:50:00+00:00
130,50,SKU-00000003,1,165.48,2026-08-01T00:50:00+00:00
131,51,SKU-00000024,1,225.58,2026-08-01T00:51:00+00:00
132,51,SKU-00000028,3,178.34,2026-08-01T00:51:00+00:00
133,52,SKU-00000047,3,179.95,2026-08-01T00:52:00+00:00
134,53,SKU-00000021,5,281.95,2026-08-01T00:53:00+00:00
135,53,SKU-00000026,2,68.37,2026-08-01T00:53:00+00:00
136,53,SKU-00000045,2,247.59,2026-08-01T00:53:00+00:00
137,53,SKU-00000019,4,9.24,2026-08-01T00:53:00+00:00
138,54,SKU-00000040,3,157.55,2026-08-01T00:54:00+00:00
139,54,SKU-00000037,4,50.57,2026-08-01T00:54:00+00:00
140,55,SKU-00000019,5,9.24,2026-08-01T00:55:00+00:00
141,55,SKU-00000014,5,474.24,2026-08-01T00:55:00+00:00
142,55,SKU-00000028,3,178.34,2026-08-01T00:55:00+00:00
143,56,SKU-00000044,2,244.08,2026-08-01T00:56:00+00:00
144,56,SKU-00000014,1,474.24,2026-08-01T00:56:00+00:00
145,56,SKU-00000033,3,366.77,2026-08-01T00:56:00+00:00
146,56,SKU-00000031,5,86.79,2026-08-01T00:56:00+00:00
147,57,SKU-00000006,3,490.39,2026-08-01T00:57:00+00:00
148,57,SKU-00000049,2,51.78,2026-08-01T00:57:00+00:00
149,57,SKU-00000016,2,279.92,2026-08-01T00:57:00+00:00
150,58,SKU-00000016,4,279.92,2026-08-01T00:58:00+00:00
151,59,SKU-00000027,4,230.40,2026-08-01T00:59:00+00:00
152,59,SKU-00000041,4,71.18,2026-08-01T00:59:00+00:00
153,59,SKU-00000037,4,50.57,2026-08-01T00:59:00+00:00
154,59,SKU-00000013,2,372.80,2026-08-01T00:59:00+00:00
155,60,SKU-00000050,4,421.12,2026-08-01T01:00:00+00:00
156,61,SKU-00000030,4,306.07,2026-08-01T01:01:00+00:00
157,61,SKU-00000004,2,96.43,2026-08-01T01:01:00+00:00
158,61,SKU-00000036,4,131.00,2026-08-01T01:01:00+00:00
159,61,SKU-00000016,5,279.92,2026-08-01T01:01:00+00:00
160,61,SKU-00000008,5,391.97,2026-08-01T01:01:00+00:00
161,62,SKU-00000040,5,157.55,2026-08-01T01:02:00+00:00
162,62,SKU-00000047,4,179.95,2026-08-01T01:02:00+00:00
163,62,SKU-00000033,2,366.77,2026-08-01T01:02:00+00:00
164,62,SKU-00000028,4,178.34,2026-08-01T01:02:00+00:00
165,63,SKU-00000041,5,71.18,2026-08-01T01:03:00+00:00
166,63,SKU-00000018,4,187.30,2026-08-01T01:03:00+00:00
167,64,SKU-00000029,3,33.46,2026-08-01T01:04:00+00:00
168,64,SKU-00000005,2,72.16,2026-08-01T01:04:00+00:00
169,64,SKU-00000046,3,142.29,2026-08-01T01:04:00+00:00
170,65,SKU-00000006,2,490.39,2026-08-01T01:05:00+00:00
171,65,SKU-00000009,2,25.81,2026-08-01T01:05:00+00:00
172,65,SKU-00000010,1,66.39,2026-08-01T01:05:00+00:00
173,65,SKU-00000015,4,464.61,2026-08-01T01:05:00+00:00
174,65,SKU-00000025,4,65.77,2026-08-01T01:05:00+00:00
175,66,SKU-00000027,5,230.40,2026-08-01T01:06:00+00:00
176,66,SKU-00000004,1,96.43,2026-08-01T01:06:00+00:00
177,66,SKU-00000014,5,474.24,2026-08-01T01:06:00+00:00
178,66,SKU-00000025,4,65.77,2026-08-01T01:06:00+00:00
179,67,SKU-00000020,4,109.62,2026-08-01T01:07:00+00:00
180,67,SKU-00000049,5,51.78,2026-08-01T01:07:00+00:00
181,67,SKU-00000025,5,65.77,2026-08-01T01:07:00+00:00
182,68,SKU-00000015,1,464.61,2026-08-01T01:08:00+00:00
183,68,SKU-00000018,4,187.30,2026-08-01T01:08:00+00:00
184,68,SKU-00000028,3,178.34,2026-08-01T01:08:00+00:00
185,68,SKU-00000032,4,253.06,2026-08-01T01:08:00+00:00
186,69,SKU-00000009,4,25.81,2026-08-01T01:09:00+00:00
187,69,SKU-00000040,5,157.55,2026-08-01T01:09:00+00:00
188,69,SKU-00000035,5,241.99,2026-08-01T01:09:00+00:00
189,69,SKU-00000002,1,490.97,2026-08-01T01:09:00+00:00
190,70,SKU-00000030,1,306.07,2026-08-01T01:10:00+00:00
191,70,SKU-00000012,3,399.52,2026-08-01T01:10:00+00:00
192,71,SKU-00000030,3,306.07,2026-08-01T01:11:00+00:00
193,71,SKU-00000021,4,281.95,2026-08-01T01:11:00+00:00
194,72,SKU-00000006,5,490.39,2026-08-01T01:12:00+00:00
195,72,SKU-00000031,1,86.79,2026-08-01T01:12:00+00:00
196,72,SKU-00000002,3,490.97,2026-08-01T01:12:00+00:00
197,73,SKU-00000049,1,51.78,2026-08-01T01:13:00+00:00
198,74,SKU-00000040,2,157.55,2026-08-01T01:14:00+00:00
199,75,SKU-00000043,4,421.59,2026-08-01T01:15:00+00:00
200,75,SKU-00000008,3,391.97,2026-08-01T01:15:00+00:00
201,75,SKU-00000037,3,50.57,2026-08-01T01:15:00+00:00
202,75,SKU-00000014,2,474.24,2026-08-01T01:15:00+00:00
203,76,SKU-00000050,2,421.12,2026-08-01T01:16:00+00:00
204,77,SKU-00000002,4,490.97,2026-08-01T01:17:00+00:00
205,77,SKU-00000020,2,109.62,2026-08-01T01:17:00+00:00
206,77,SKU-00000037,1,50.57,2026-08-01T01:17:00+00:00
207,77,SKU-00000044,5,244.08,2026-08-01T01:17:00+00:00
208,77,SKU-00000025,2,65.77,2026-08-01T01:17:00+00:00
209,78,SKU-00000008,4,391.97,2026-08-01T01:18:00+00:00
210,78,SKU-00000037,3,50.57,2026-08-01T01:18:00+00:00
211,78,SKU-00000003,1,165.48,2026-08-01T01:18:00+00:00
212,78,SKU-00000023,5,146.09,2026-08-01T01:18:00+00:00
213,78,SKU-00000035,3,241.99,2026-08-01T01:18:00+00:00
214,79,SKU-00000007,4,362.40,2026-08-01T01:19:00+00:00
215,79,SKU-00000028,2,178.34,2026-08-01T01:19:00+00:00
216,79,SKU-00000024,4,225.58,2026-08-01T01:19:00+00:00
217,79,SKU-00000041,2,71.18,2026-08-01T01:19:00+00:00
218,80,SKU-00000040,4,157.55,2026-08-01T01:20:00+00:00
219,80,SKU-00000035,4,241.99,2026-08-01T01:20:00+00:00
220,80,SKU-00000050,4,421.12,2026-08-01T01:20:00+00:00
221,81,SKU-00000021,3,281.95,2026-08-01T01:21:00+00:00
222,81,SKU-00000016,4,279.92,2026-08-01T01:21:00+00:00
223,81,SKU-00000006,2,490.39,2026-08-01T01:21:00+00:00
224,82,SKU-00000040,4,157.55,2026-08-01T01:22:00+00:00
225,82,SKU-00000043,3,421.59,2026-08-01T01:22:00+00:00
226,82,SKU-00000025,2,65.77,2026-08-01T01:22:00+00:00
227,82,SKU-00000022,4,187.09,2026-08-01T01:22:00+00:00
228,82,SKU-00000002,2,490.97,2026-08-01T01:22:00+00:00
229,83,SKU-00000018,3,187.30,2026-08-01T01:23:00+00:00
230,83,SKU-00000039,5,194.64,2026-08-01T01:23:00+00:00
231,83,SKU-00000045,1,247.59,2026-08-01T01:23:00+00:00
232,84,SKU-00000016,4,279.92,2026-08-01T01:24:00+00:00
233,85,SKU-00000045,4,247.59,2026-08-01T01:25:00+00:00
234,85,SKU-00000031,4,86.79,2026-08-01T01:25:00+00:00
235,86,SKU-00000015,2,464.61,2026-08-01T01:26:00+00:00
236,86,SKU-00000026,3,68.37,2026-08-01T01:26:00+00:00
237,86,SKU-00000045,5,247.59,2026-08-01T01:26:00+00:00
238,87,SKU-00000034,3,416.97,2026-08-01T01:27:00+00:00
239,87,SKU-00000023,3,146.09,2026-08-01T01:27:00+00:00
240,87,SKU-00000028,4,178.34,2026-08-01T01:27:00+00:00
241,87,SKU-00000048,3,452.95,2026-08-01T01:27:00+00:00
242,87,SKU-00000036,3,131.00,2026-08-01T01:27:00+00:00
243,88,SKU-00000047,2,179.95,2026-08-01T01:28:00+00:00
244,89,SKU-00000049,4,51.78,2026-08-01T01:29:00+00:00
245,89,SKU-00000045,3,247.59,2026-08-01T01:29:00+00:00
246,89,SKU-00000012,5,399.52,2026-08-01T01:29:00+00:00
247,89,SKU-00000013,5,372.80,2026-08-01T01:29:00+00:00
248,89,SKU-00000014,5,474.24,2026-08-01T01:29:00+00:00
249,90,SKU-00000019,3,9.24,2026-08-01T01:30:00+00:00
250,90,SKU-00000015,2,464.61,2026-08-01T01:30:00+00:00
251,91,SKU-00000009,3,25.81,2026-08-01T01:31:00+00:00
252,91,SKU-00000018,2,187.30,2026-08-01T01:31:00+00:00
253,91,SKU-00000003,4,165.48,2026-08-01T01:31:00+00:00
254,91,SKU-00000004,1,96.43,2026-08-01T01:31:00+00:00
255,91,SKU-00000036,1,131.00,2026-08-01T01:31:00+00:00
256,92,SKU-00000031,1,86.79,2026-08-01T01:32:00+00:00
257,92,SKU-00000029,3,33.46,2026-08-01T01:32:00+00:00
258,92,SKU-00000022,4,187.09,2026-08-01T01:32:00+00:00
259,92,SKU-00000012,1,399.52,2026-08-01T01:32:00+00:00
260,93,SKU-00000005,1,72.16,2026-08-01T01:33:00+00:00
261,93,SKU-00000037,2,50.57,2026-08-01T01:33:00+00:00
262,93,SKU-00000041,2,71.18,2026-08-01T01:33:00+00:00
263,93,SKU-00000044,5,244.08,2026-08-01T01:33:00+00:00
264,94,SKU-00000008,4,391.97,2026-08-01T01:34:00+00:00
265,94,SKU-00000036,5,131.00,2026-08-01T01:34:00+00:00
266,95,SKU-00000050,4,421.12,2026-08-01T01:35:00+00:00
267,95,SKU-00000034,4,416.97,2026-08-01T01:35:00+00:00
268,96,SKU-00000028,5,178.34,2026-08-01T01:36:00+00:00
269,96,SKU-00000020,1,109.62,2026-08-01T01:36:00+00:00
270,96,SKU-00000037,2,50.57,2026-08-01T01:36:00+00:00
271,96,SKU-00000040,2,157.55,2026-08-01T01:36:00+00:00
272,96,SKU-00000004,3,96.43,2026-08-01T01:36:00+00:00
273,97,SKU-00000016,5,279.92,2026-08-01T01:37:00+00:00
274,97,SKU-00000012,1,399.52,2026-08-01T01:37:00+00:00
275,98,SKU-00000029,3,33.46,2026-08-01T01:38:00+00:00
276,98,SKU-00000045,1,247.59,2026-08-01T01:38:00+00:00
277,98,SKU-00000039,2,194.64,2026-08-01T01:38:00+00:00
278,98,SKU-00000031,3,86.79,2026-08-01T01:38:00+00:00
279,99,SKU-00000005,5,72.16,2026-08-01T01:39:00+00:00
280,99,SKU-00000044,2,244.08,2026-08-01T01:39:00+00:00
281,99,SKU-00000015,4,464.61,2026-08-01T01:39:00+00:00
282,99,SKU-00000017,1,299.38,2026-08-01T01:39:00+00:00
283,100,SKU-00000018,1,187.30,2026-08-01T01:40:00+00:00
284,100,SKU-00000010,1,66.39,2026-08-01T01:40:00+00:00
285,101,SKU-00000048,4,452.95,2026-08-01T01:41:00+00:00
286,101,SKU-00000037,3,50.57,2026-08-01T01:41:00+00:00
287,101,SKU-00000019,4,9.24,2026-08-01T01:41:00+00:00
288,101,SKU-00000029,3,33.46,2026-08-01T01:41:00+00:00
289,101,SKU-00000008,5,391.97,2026-08-01T01:41:00+00:00
290,102,SKU-00000006,3,490.39,2026-08-01T01:42:00+00:00
291,102,SKU-00000039,5,194.64,2026-08-01T01:42:00+00:00
292,102,SKU-00000003,3,165.48,2026-08-01T01:42:00+00:00
293,102,SKU-00000028,1,178.34,2026-08-01T01:42:00+00:00
294,103,SKU-00000038,5,438.35,2026-08-01T01:43:00+00:00
295,103,SKU-00000002,1,490.97,2026-08-01T01:43:00+00:00
296,103,SKU-00000049,2,51.78,2026-08-01T01:43:00+00:00
297,103,SKU-00000044,4,244.08,2026-08-01T01:43:00+00:00
298,103,SKU-00000018,5,187.30,2026-08-01T01:43:00+00:00
299,104,SKU-00000012,4,399.52,2026-08-01T01:44:00+00:00
300,104,SKU-00000038,1,438.35,2026-08-01T01:44:00+00:00
301,104,SKU-00000028,4,178.34,2026-08-01T01:44:00+00:00
302,105,SKU-00000021,2,281.95,2026-08-01T01:45:00+00:00
303,105,SKU-00000043,3,421.59,2026-08-01T01:45:00+00:00
304,105,SKU-00000007,4,362.40,2026-08-01T01:45:00+00:00
305,106,SKU-00000043,5,421.59,2026-08-01T01:46:00+00:00
306,106,SKU-00000026,1,68.37,2026-08-01T01:46:00+00:00
307,106,SKU-00000049,4,51.78,2026-08-01T01:46:00+00:00
308,107,SKU-00000021,4,281.95,2026-08-01T01:47:00+00:00
309,107,SKU-00000008,5,391.97,2026-08-01T01:47:00+00:00
310,107,SKU-00000050,1,421.12,2026-08-01T01:47:00+00:00
311,108,SKU-00000027,3,230.40,2026-08-01T01:48:00+00:00
312,108,SKU-00000004,5,96.43,2026-08-01T01:48:00+00:00
313,108,SKU-00000013,4,372.80,2026-08-01T01:48:00+00:00
314,108,SKU-00000034,4,416.97,2026-08-01T01:48:00+00:00
315,109,SKU-00000018,2,187.30,2026-08-01T01:49:00+00:00
316,109,SKU-00000036,3,131.00,2026-08-01T01:49:00+00:00
317,110,SKU-00000002,5,490.97,2026-08-01T01:50:00+00:00
318,111,SKU-00000036,1,131.00,2026-08-01T01:51:00+00:00
319,111,SKU-00000001,2,77.95,2026-08-01T01:51:00+00:00
320,111,SKU-00000027,1,230.40,2026-08-01T01:51:00+00:00
321,112,SKU-00000032,3,253.06,2026-08-01T01:52:00+00:00
322,112,SKU-00000046,5,142.29,2026-08-01T01:52:00+00:00
323,113,SKU-00000031,2,86.79,2026-08-01T01:53:00+00:00
324,113,SKU-00000016,4,279.92,2026-08-01T01:53:00+00:00
325,113,SKU-00000030,2,306.07,2026-08-01T01:53:00+00:00
326,113,SKU-00000036,5,131.00,2026-08-01T01:53:00+00:00
327,114,SKU-00000018,4,187.30,2026-08-01T01:54:00+00:00
328,115,SKU-00000001,3,77.95,2026-08-01T01:55:00+00:00
329,115,SKU-00000019,5,9.24,2026-08-01T01:55:00+00:00
330,115,SKU-00000047,5,179.95,2026-08-01T01:55:00+00:00
331,116,SKU-00000029,4,33.46,2026-08-01T01:56:00+00:00
332,116,SKU-00000035,3,241.99,2026-08-01T01:56:00+00:00
333,117,SKU-00000025,2,65.77,2026-08-01T01:57:00+00:00
334,117,SKU-00000030,5,306.07,2026-08-01T01:57:00+00:00
335,117,SKU-00000021,4,281.95,2026-08-01T01:57:00+00:00
336,117,SKU-00000013,2,372.80,2026-08-01T01:57:00+00:00
337,117,SKU-00000045,4,247.59,2026-08-01T01:57:00+00:00
338,118,SKU-00000046,2,142.29,2026-08-01T01:58:00+00:00
339,118,SKU-00000025,4,65.77,2026-08-01T01:58:00+00:00
340,118,SKU-00000043,1,421.59,2026-08-01T01:58:00+00:00
341,118,SKU-00000042,2,187.16,2026-08-01T01:58:00+00:00
342,119,SKU-00000007,4,362.40,2026-08-01T01:59:00+00:00
343,119,SKU-00000029,1,33.46,2026-08-01T01:59:00+00:00
344,119,SKU-00000034,2,416.97,2026-08-01T01:59:00+00:00
345,120,SKU-00000031,3,86.79,2026-08-01T02:00:00+00:00
346,121,SKU-00000042,5,187.16,2026-08-01T02:01:00+00:00
347,121,SKU-00000006,4,490.39,2026-08-01T02:01:00+00:00
348,121,SKU-00000022,3,187.09,2026-08-01T02:01:00+00:00
349,121,SKU-00000044,4,244.08,2026-08-01T02:01:00+00:00
350,122,SKU-00000005,2,72.16,2026-08-01T02:02:00+00:00
351,122,SKU-00000016,1,279.92,2026-08-01T02:02:00+00:00
352,122,SKU-00000041,4,71.18,2026-08-01T02:02:00+00:00
353,122,SKU-00000044,1,244.08,2026-08-01T02:02:00+00:00
354,122,SKU-00000019,1,9.24,2026-08-01T02:02:00+00:00
355,123,SKU-00000002,1,490.97,2026-08-01T02:03:00+00:00
356,123,SKU-00000003,3,165.48,2026-08-01T02:03:00+00:00
357,123,SKU-00000021,3,281.95,2026-08-01T02:03:00+00:00
358,124,SKU-00000016,4,279.92,2026-08-01T02:04:00+00:00
359,124,SKU-00000034,5,416.97,2026-08-01T02:04:00+00:00
360,125,SKU-00000012,5,399.52,2026-08-01T02:05:00+00:00
361,125,SKU-00000006,4,490.39,2026-08-01T02:05:00+00:00
362,126,SKU-00000038,3,438.35,2026-08-01T02:06:00+00:00
363,126,SKU-00000010,4,66.39,2026-08-01T02:06:00+00:00
364,126,SKU-00000015,3,464.61,2026-08-01T02:06:00+00:00
365,126,SKU-00000030,1,306.07,2026-08-01T02:06:00+00:00
366,127,SKU-00000011,3,157.46,2026-08-01T02:07:00+00:00
367,127,SKU-00000005,4,72.16,2026-08-01T02:07:00+00:00
368,127,SKU-00000029,3,33.46,2026-08-01T02:07:00+00:00
369,127,SKU-00000023,4,146.09,2026-08-01T02:07:00+00:00
370,127,SKU-00000038,3,438.35,2026-08-01T02:07:00+00:00
371,128,SKU-00000007,3,362.40,2026-08-01T02:08:00+00:00
372,128,SKU-00000016,5,279.92,2026-08-01T02:08:00+00:00
373,128,SKU-00000025,3,65.77,2026-08-01T02:08:00+00:00
374,128,SKU-00000037,3,50.57,2026-08-01T02:08:00+00:00
375,129,SKU-00000001,1,77.95,2026-08-01T02:09:00+00:00
376,129,SKU-00000037,5,50.57,2026-08-01T02:09:00+00:00
377,129,SKU-00000044,4,244.08,2026-08-01T02:09:00+00:00
378,130,SKU-00000023,3,146.09,2026-08-01T02:10:00+00:00
379,130,SKU-00000015,2,464.61,2026-08-01T02:10:00+00:00
380,130,SKU-00000041,1,71.18,2026-08-01T02:10:00+00:00
381,130,SKU-00000013,1,372.80,2026-08-01T02:10:00+00:00
382,130,SKU-00000040,3,157.55,2026-08-01T02:10:00+00:00
383,131,SKU-00000024,3,225.58,2026-08-01T02:11:00+00:00
384,131,SKU-00000047,4,179.95,2026-08-01T02:11:00+00:00
385,131,SKU-00000009,2,25.81,2026-08-01T02:11:00+00:00
386,131,SKU-00000006,2,490.39,2026-08-01T02:11:00+00:00
387,131,SKU-00000019,2,9.24,2026-08-01T02:11:00+00:00
388,132,SKU-00000033,3,366.77,2026-08-01T02:12:00+00:00
389,132,SKU-00000018,3,187.30,2026-08-01T02:12:00+00:00
390,132,SKU-00000011,1,157.46,2026-08-01T02:12:00+00:00
391,132,SKU-00000017,4,299.38,2026-08-01T02:12:00+00:00
392,132,SKU-00000031,1,86.79,2026-08-01T02:12:00+00:00
393,133,SKU-00000036,1,131.00,2026-08-01T02:13:00+00:00
394,133,SKU-00000024,3,225.58,2026-08-01T02:13:00+00:00
395,133,SKU-00000006,5,490.39,2026-08-01T02:13:00+00:00
396,133,SKU-00000026,1,68.37,2026-08-01T02:13:00+00:00
397,134,SKU-00000038,3,438.35,2026-08-01T02:14:00+00:00
398,134,SKU-00000025,1,65.77,2026-08-01T02:14:00+00:00
